#"Step","opes_expl_bias (kJ/mol)"
97200,71.52428093949099
97400,75.44175132169127
97600,73.91100848649589
97800,75.47279050224112
98000,78.21788942927189
98200,79.51443420212942
98400,75.61990789917391
98600,78.0299412065736
98800,54.72693159066594
99000,78.282435012173
99200,50.29414440292705
99400,14.768572751763477
99600,18.310117408220602
99800,44.68868367019399
100000,26.885148398400304
100200,16.013307025342947
100400,15.570352535673809
100600,29.264497705637183
100800,19.501081836737722
101000,30.08006490366998
101200,18.686931213915745
101400,28.27729061527411
101600,44.09527880509372
101800,46.493021454933995
102000,23.187847559617666
102200,37.544782586152046
102400,27.84990185087338
102600,40.35023317567603
102800,68.39693722302606
103000,53.52811974377067
103200,49.08752997568248
103400,36.69674143444858
103600,38.356450851648034
103800,39.125037453005106
104000,65.60365843091309
104200,74.73392382451655
104400,69.89549449321535
104600,65.68105978484192
104800,70.64955033024259
105000,74.03919405054985
105200,72.204088858233
105400,66.31973528305782
105600,77.03921778715204
105800,79.10877058580371
106000,64.65203203642163
106200,74.38331073892596
106400,74.09020385965138
106600,79.89663727204062
106800,72.27716760272774
107000,79.68869237571785
107200,67.90098428891841
107400,79.27113731534544
107600,56.511565276831085
107800,78.75397716553995
108000,75.73303012405832
108200,76.08904840346166
108400,81.86657442765996
108600,78.98906658515486
108800,76.0999296886299
109000,84.34466052266993
109200,70.2418326486992
109400,85.15097893315901
109600,68.55763527141474
109800,84.93669171610156
110000,71.23484304169877
110200,57.03060054249706
110400,23.3425926891958
110600,7.564180413987716
110800,8.785245909124688
111000,10.994488098998422
111200,10.730579246600781
111400,17.527409223066464
111600,14.502839010635352
111800,13.675531331299974
112000,14.2880536235919
112200,15.932557562068968
112400,14.729269396093143
112600,15.592655771782068
112800,18.1894805066847
113000,35.99932777640814
113200,37.23458518484976
113400,17.990730301432986
113600,18.125505630462897
113800,20.327387733530713
114000,19.355635886746963
114200,24.126838862876475
114400,23.807917118754904
114600,20.937159741379755
114800,36.38352254002037
115000,42.060265348075895
115200,23.85399808775603
115400,23.161162940185406
115600,28.11522836190433
115800,43.19191272933002
116000,63.261266972010525
116200,43.56704325188288
116400,42.331574300324135
116600,25.525083436491382
116800,23.021757846211102
117000,24.358511185317
117200,27.369493044512726
117400,21.592601969172936
117600,21.78052508905524
117800,25.449167029446805
118000,26.2393152432151
118200,28.440324618696092
118400,30.547535325678492
118600,23.52166160007716
118800,26.782139129922875
119000,33.13487754976053
119200,31.567476584848865
119400,33.681036152604776
119600,30.7561279091497
119800,30.615590873260732
120000,35.26072581502537
120200,35.64746652264874
120400,36.283293836550506
120600,36.90568742420929
120800,37.52192943018424
121000,34.25102916653913
121200,36.522028075318666
121400,40.08615720115255
121600,38.47760482050861
121800,40.23311975292509
122000,30.978226362040896
122200,38.32777623899892
122400,40.062274038493285
122600,37.65410122550452
122800,36.91200476575593
123000,43.481443687748786
123200,43.79539692604269
123400,42.339870961877246
123600,43.07607035687923
123800,46.315631248823195
124000,37.34876619841468
124200,39.123496125767694
124400,44.54335726676468
124600,45.45291584430439
124800,45.1129405414917
125000,38.92653947548591
125200,44.724481432477326
125400,45.83604350612743
125600,49.20526813305095
125800,51.187143732683154
126000,50.43512417276129
126200,51.30112016708248
126400,49.08659508555469
126600,47.42587542107204
126800,48.624942574085956
127000,51.23222907441658
127200,44.54776818515562
127400,45.55401612326372
127600,42.31351248280259
127800,47.87174822248523
128000,35.89203681373449
128200,50.58620335924594
128400,52.15824388288066
128600,55.502298401283966
128800,56.0561006848803
129000,55.50886775274801
129200,54.72452489111389
129400,58.47089723591171
129600,49.11039234566188
129800,55.91354905432892
130000,51.75696343956195
130200,48.103237238032776
130400,55.535435488419225
130600,52.60107050567449
130800,44.46267919948071
131000,51.18538299192201
131200,56.73215900616555
131400,56.832175037882756
131600,50.8004592801379
131800,57.06526787944237
132000,49.565322854368894
132200,51.43532847931975
132400,50.48492306682806
132600,57.930614744380684
132800,54.97927894641408
133000,61.55037422949751
133200,62.31377799851395
133400,65.04357886071895
133600,63.014018606497906
133800,66.12648949488845
134000,62.67691090061304
134200,63.9120400408894
134400,66.16818258900022
134600,64.04234832366241
134800,62.628308359233344
135000,62.2934086577849
135200,64.01060991787008
135400,65.68375542727303
135600,59.68364569372681
135800,58.286781777731996
136000,59.43139510631431
136200,56.876451736977245
136400,59.92071290439004
136600,61.75118238778642
136800,52.451365170911586
137000,62.63964760304274
137200,58.24709193796527
137400,60.719575089030954
137600,67.64799003139397
137800,68.02962970383165
138000,56.8784355220988
138200,65.80702977594241
138400,63.256707789687425
138600,42.335829670623355
138800,57.3852940733824
139000,49.34217359918658
139200,38.60067393680241
139400,33.12856130546823
139600,40.92205768736145
139800,15.12743330252898
140000,7.019748325177398
140200,18.192166265809703
140400,6.530607151937609
140600,8.18130566328677
140800,7.937117219745536
141000,12.869925280860826
141200,9.699910613802826
141400,13.327032002587627
141600,14.919755184279884
141800,12.207785450618722
142000,26.39806509167063
142200,49.7286541848699
142400,51.534488243947685
142600,56.50833007298858
142800,49.03449208554786
143000,49.78050461316244
143200,58.598643516176516
143400,59.0266513393827
143600,57.54778402050352
143800,46.01340864636464
144000,57.51199731284461
144200,58.40643997176948
144400,36.445146468460415
144600,15.929997667394117
144800,28.07924586507941
145000,18.196185653990106
145200,48.421879554761574
145400,60.07538968372601
145600,61.73577632501588
145800,57.86485029716729
146000,55.09154555973825
146200,60.91716063791606
146400,43.63553884494215
146600,56.855410114521185
146800,62.16609228383092
147000,64.51853067653255
147200,58.22060167387427
147400,58.886799779089806
147600,58.36430313970997
147800,63.13881849827875
148000,44.548072454287926
148200,60.614743763212
148400,62.92432351059875
148600,64.05873534249253
148800,60.28138859779123
149000,62.85678028161795
149200,59.26137669508115
149400,66.41004000715097
149600,63.96500533346406
149800,62.88463247955623
150000,24.39771888688187
150200,19.93364587971749
150400,11.960674867835314
150600,26.910382677987496
150800,62.14915716135763
151000,59.07443453377472
151200,34.444557568095746
151400,10.420821446239092
151600,31.80979387085156
151800,11.415606103992223
152000,15.265972383856496
152200,21.126945801197508
152400,18.98071549588717
152600,19.18309274387556
152800,50.43243856274229
153000,62.70604338980908
153200,65.4808116097407
153400,67.35647575638912
153600,66.96513559414734
153800,64.9984387578531
154000,51.85709252969215
154200,23.087364022354937
154400,65.25428933180696
154600,42.7493301660965
154800,23.100409855430126
155000,65.74653482024314
155200,61.62689439535698
155400,65.57807451430676
155600,70.1953158740392
155800,55.302595449376355
156000,28.557582011128137
156200,25.596941115113324
156400,66.6869687371651
156600,60.573108363052384
156800,62.27470247197584
157000,71.9484433464535
157200,65.90214842090337
157400,62.72545854104301
157600,58.866914628384436
157800,70.71188221888826
158000,68.2217316285117
158200,73.70107749749266
158400,51.83602374813994
158600,12.99841690277454
158800,6.559418957796185
159000,19.925126931125668
159200,5.118651818319307
159400,27.640668451669846
159600,7.247088356922051
159800,27.646483975627216
160000,18.421429645871232
160200,7.654674104438005
160400,20.225179254380826
160600,25.70343951995365
160800,17.792735851868713
161000,35.14969612348327
161200,10.053365330942995
161400,18.337871241139123
161600,11.321665959683902
161800,24.299106222561402
162000,12.65603665625709
162200,13.907076724226725
162400,22.784591589549578
162600,56.858365542045426
162800,69.63395483789343
163000,51.26987815466249
163200,63.30989171549815
163400,59.89922620128334
163600,68.05478570685011
163800,72.45054721995261
164000,62.146480256505676
164200,69.56029980547484
164400,74.02179760762623
164600,40.572708199181065
164800,60.221317271014996
165000,51.628937108236585
165200,43.1169904871644
165400,29.54402969155376
165600,18.302653042622225
165800,27.406359800801898
166000,36.912479344066774
166200,55.767857321859594
166400,74.46661797960135
166600,55.56878647570367
166800,75.15180840503636
167000,74.86542794564042
167200,59.93663225551407
167400,75.74491496665757
167600,75.58989445749151
167800,43.525346215918034
168000,5.637850925478151
168200,13.832459938801867
168400,5.720795753494006
168600,16.506992432827186
168800,16.366279446937607
169000,10.154433807991802
169200,20.56910980362972
169400,20.25798405814629
169600,54.55544271555063
169800,61.82272503466127
170000,75.42227869545624
170200,66.45415232343865
170400,62.93778819293045
170600,69.60128023618861
170800,69.85098747100157
171000,66.98095160561238
171200,49.212213322106074
171400,71.7245174944158
171600,62.25400915989886
171800,70.46345082248968
172000,76.01355943594544
172200,70.78666935087772
172400,61.4920573584571
172600,68.35154610603689
172800,30.992867770691227
173000,6.764601881102988
173200,13.630245833832028
173400,12.705206382384894
173600,7.490233173397388
173800,30.045897747526915
174000,23.40587883850935
174200,9.800286470801424
174400,22.033859805804124
174600,33.963167315962075
174800,10.322664108695289
175000,33.2660856841179
175200,12.482577336419983
175400,24.402477400407307
175600,28.69817396320779
175800,13.155569421063182
176000,25.98381553364955
176200,28.58062500889407
176400,21.159880878610924
176600,32.7728060630709
176800,37.97316766201306
177000,48.3840000124619
177200,19.326076548622577
177400,15.226722587235171
177600,23.00869523673859
177800,18.864754013263877
178000,17.456468234534228
178200,26.442294403120936
178400,30.063822880411507
178600,26.247233857481028
178800,50.56416164502145
179000,73.41963958123951
179200,60.72978394918772
179400,66.73448845690787
179600,45.3486817799391
179800,35.495597816163105
180000,41.18529549924009
180200,9.058649138788661
180400,6.866888899987208
180600,28.217758169430667
180800,28.222092138220965
181000,8.933430355097915
181200,31.17211928579921
181400,35.01871006308402
181600,8.29496390418515
181800,15.801280152193163
182000,14.237450405231087
182200,42.776067214408165
182400,58.07758989614632
182600,39.19012762743479
182800,53.56276806048904
183000,21.139572387784444
183200,12.51434240522986
183400,21.91740641279843
183600,9.865700476017949
183800,11.068115127800372
184000,13.334725350258285
184200,12.74410149155407
184400,15.427360182347385
184600,12.511302665977503
184800,23.424942923432013
185000,14.111220978324672
185200,33.943832520061946
185400,32.17070587806888
185600,51.41838719437041
185800,70.85428630394051
186000,49.65696768051896
186200,71.23726959124268
186400,64.11488229743877
186600,68.89782307873212
186800,59.08429558002648
187000,69.21912462991929
187200,52.07523337345238
187400,55.98894508803733
187600,69.91131915349982
187800,71.82425641464144
188000,61.800888589239996
188200,69.63937638388525
188400,72.55815210969388
188600,54.028515253151596
188800,67.88169801061603
189000,68.76611356335576
189200,61.61412262057404
189400,73.47124878465522
189600,72.3722322945112
189800,65.58643911450356
190000,68.15711620814264
190200,71.41777337085298
190400,72.6601686399979
190600,63.59513743513337
190800,65.0937575113932
191000,75.77510009686091
191200,73.37325483418971
191400,64.78162149848646
191600,69.41953318156118
191800,76.05585284831655
192000,67.20159520931014
192200,70.95106191310227
192400,56.55627236334413
192600,74.21268676971239
192800,76.7808881450558
193000,69.45355623552688
193200,53.67759951017857
193400,64.03673763290223
193600,76.95104807486486
193800,74.77237499694075
194000,66.74333314354891
194200,30.47911659225438
194400,19.834284690330524
194600,9.660107247378097
194800,25.68145916428235
195000,10.628299639504727
195200,16.680054093668268
195400,14.16289493049468
195600,15.098225559659332
195800,11.080239167367699
196000,18.20946572364167
196200,17.199688213269955
196400,29.12576263686119
196600,24.48044120489016
196800,14.320674971602827
197000,13.7470201848155
197200,13.694913791333143
197400,14.973342797214574
197600,28.485220760716942
197800,47.850279139167874
198000,62.70866619644475
198200,71.68438203080242
198400,73.6676533570882
198600,66.00869485674531
198800,76.2415383421798
199000,58.63862421103082
199200,68.24047724910942
199400,67.0022725431179
199600,70.36792570193003
199800,60.4533320864137
200000,29.612991537008966
200200,14.858939938926634
200400,23.23718195389427
200600,16.534416158540033
200800,16.290220236216285
201000,31.433570482732794
201200,44.701458582542905
201400,69.02779662308767
201600,73.09635793128116
201800,76.47245736483895
202000,66.92789635671309
202200,66.60099807818422
202400,64.17985525400772
202600,32.89208034795003
202800,64.75050774810848
203000,65.33209595692975
203200,71.71882637554464
203400,38.8835307722474
203600,11.040482847119257
203800,9.857347644702587
204000,11.52815320405134
204200,7.169650518936022
204400,8.930605172330276
204600,12.297976911291688
204800,13.51402851675849
205000,11.440364467039053
205200,10.17021968880937
205400,13.635795878183059
205600,10.823483920649863
205800,12.222437929039433
206000,17.42355622056479
206200,12.896002400795725
206400,16.011503169861903
206600,15.458097656251116
206800,13.81937056594826
207000,16.39615277533464
207200,15.738961548905108
207400,25.81229281314566
207600,19.973689094272622
207800,26.185486121596085
208000,44.829132967448906
208200,17.62896138551445
208400,35.00732400194246
208600,21.120157613081098
208800,32.17256189073911
209000,16.501036189062646
209200,30.242906214292397
209400,16.72232254372479
209600,18.826018788014494
209800,17.15641226896013
210000,17.99100000950268
210200,26.392383883820102
210400,50.16977579023286
210600,72.93940011139665
210800,67.4662938177677
211000,69.6719981244371
211200,37.46337844490263
211400,25.096826359275926
211600,11.639138554614389
211800,14.06107667285644
212000,13.03462483246515
212200,16.612989973216866
212400,14.346162073552973
212600,18.845141368146034
212800,29.744939218085918
213000,15.83471578964391
213200,17.710699159495334
213400,26.542206992190497
213600,55.70684301187168
213800,71.5037240775528
214000,68.53073901535248
214200,65.99316939836727
214400,74.47273580038265
214600,75.75238501652122
214800,75.08447738044894
215000,73.26133600989189
215200,59.086997857795886
215400,75.27431474346099
215600,49.97144393272925
215800,70.2710321286982
216000,57.175612147575954
216200,26.834636193775836
216400,23.64086268963173
216600,24.924999314230387
216800,31.863071618428236
217000,24.962347822910594
217200,47.47465665445207
217400,34.75862345545615
217600,21.492889649566486
217800,16.460881471692336
218000,16.539317927431938
218200,17.680734278544506
218400,17.786233773480532
218600,20.34490962757625
218800,22.490010984070654
219000,23.528238805899786
219200,27.566934012148753
219400,24.81684054991643
219600,39.40059580770401
219800,27.848698518851638
220000,36.18920929681584
220200,21.339125385412267
220400,20.384020513977642
220600,30.802252559645773
220800,23.29274052473752
221000,21.38842128491245
221200,21.651596771179545
221400,21.46165351782415
221600,22.00580703194674
221800,23.955690267612187
222000,25.37110072079045
222200,23.161339877746162
222400,24.107535567188094
222600,33.405036317562306
222800,29.983705089359507
223000,33.91365456012874
223200,31.449774267834055
223400,29.629279263923983
223600,31.419106322193684
223800,17.15578993349175
224000,20.486881470171486
224200,15.59906456905217
224400,15.460613529257692
224600,19.036641282392438
224800,23.65902447330155
225000,14.850121602156815
225200,25.466214905659758
225400,56.66923768363866
225600,68.20966177628885
225800,71.00469738882015
226000,71.84189154389188
226200,71.90780634379948
226400,69.77692574659181
226600,69.66452733353067
226800,66.82837978028805
227000,68.42823555157423
227200,72.37327561636167
227400,66.47366917590111
227600,42.964269852048766
227800,23.327743369542095
228000,49.15315816702854
228200,73.39170520651413
228400,57.348541693032324
228600,73.23625393671027
228800,70.82037712663882
229000,68.02407997794933
229200,69.66972821782826
229400,68.31656802144758
229600,68.13546825433204
229800,67.338779749943
230000,63.7383296198234
230200,74.57048702226007
230400,70.30769135490942
230600,55.71032938958384
230800,50.9896675900439
231000,19.15378931856866
231200,14.948642038533967
231400,28.994132193158038
231600,37.66186896415626
231800,32.555119375919304
232000,22.030307372824787
232200,29.340449881757586
232400,15.245894291311146
232600,29.964746185644806
232800,41.810638829353266
233000,73.72925655729237
233200,73.64535578805764
233400,69.3197813467674
233600,71.60035926116153
233800,69.13781152626427
234000,65.41999450905278
234200,72.76361530613512
234400,61.73554064623379
234600,72.07193641714828
234800,69.12628976523983
235000,71.7553798868991
235200,74.93318459800874
235400,67.20317349951921
235600,67.5084226783476
235800,76.38230000847392
236000,71.88642192828715
236200,76.59398134004732
236400,69.68307110896066
236600,72.46090252684779
236800,77.09460178105746
237000,72.74673683937267
237200,74.89930870502505
237400,77.92661419356975
237600,76.55656917588423
237800,65.64971328485876
238000,77.53170377220401
238200,73.74055239149308
238400,70.93003329286442
238600,31.808872418463917
238800,18.33630011192382
239000,14.08541442877086
239200,12.94361611441254
239400,33.58648638122418
239600,16.070160157511122
239800,20.18073627077482
240000,20.303817126628847
240200,17.881114991279755
240400,14.98162873245252
240600,19.939051729029988
240800,17.123052923363147
241000,25.314621768737197
241200,29.145416285876692
241400,28.945007263919724
241600,28.244155948324753
241800,27.54895711840992
242000,28.91290842514523
242200,31.631698469309825
242400,31.73555172567956
242600,32.502876011223
242800,32.509826242048426
243000,32.519178405255836
243200,30.139157375450985
243400,32.53046049363008
243600,33.53980197293442
243800,34.46064730410031
244000,32.834560493560566
244200,32.85690712076305
244400,31.74174583084565
244600,35.98298141143592
244800,35.13330170106675
245000,35.409973025691045
245200,31.36745545997172
245400,35.07687821702701
245600,35.47887946308333
245800,37.13537456022666
246000,37.9481804204295
246200,38.148467448023005
246400,37.4877557354105
246600,39.17128345122809
246800,38.1918472757002
247000,38.106820153392384
247200,32.922834538907075
247400,34.05320603671047
247600,37.42144664644715
247800,33.3778234725395
248000,35.450832316324906
248200,33.816608556149255
248400,37.23649500139668
248600,34.68923103357456
248800,42.25741549555817
249000,40.03400214675211
249200,42.83014906251495
249400,41.57809606460955
249600,38.911857948462014
249800,42.607842223929495
250000,43.32225385151326
250200,45.01527150828312
250400,43.39518001910129
250600,45.22825952441816
250800,45.624759278516
251000,45.44330423062315
251200,46.16097228687024
251400,45.52173058313625
251600,43.26987504441084
251800,41.23453430601163
252000,44.49536848250854
252200,46.232906205064
252400,48.18776587176243
252600,47.175178326036836
