time_ns,DeltaG_kcal_per_mol,dDeltaG_kcal_per_mol
0.048,,
0.07200000000000001,,
0.096,-6.279967450675673,0.25743696008674694
0.12,-6.4369878166267815,0.22240822771989768
0.14400000000000002,-6.708418733248616,0.1974852974229568
0.168,-6.718044829220995,0.18055906675811387
0.192,-6.587087351000717,0.16763055965746226
0.216,-6.678148198678651,0.1564386527545865
0.24,-6.647429715260692,0.14751466600999819
0.264,-6.5806592320823265,0.14005122145491158
0.28800000000000003,-6.673843511484151,0.13308942562586037
0.312,-6.745290440823881,0.12731492059290045
0.336,-6.86095146441301,0.12209462565158789
0.36,-6.939956252936026,0.11760178601013743
0.384,-7.0040903145554,0.11352659253332263
0.40800000000000003,-6.997279310950308,0.10999407461707686
0.432,-7.023995787802387,0.10668845940412328
0.456,-7.0846520479857436,0.10350796538120748
0.48,-7.062195191687727,0.10088611484398903
0.504,-7.086769321443725,0.09824879768252022
0.528,-7.11509222471319,0.09587179065117324
0.552,-7.0833875884894635,0.09377037387891794
0.5760000000000001,-7.10206663625179,0.09160757165909025
0.6,-7.0739975358043425,0.08977266751857953
0.624,-7.062122735056921,0.08800226125796987
0.648,-7.0568222892576244,0.08634337820182615
0.672,-7.028903446578678,0.0847456205980914
0.6960000000000001,-7.082236521971484,0.08312561089938893
0.72,-7.098304881744052,0.0816418722068631
0.744,-7.075334155198733,0.08025896275466854
0.768,-7.070199702480295,0.07899313767596931
0.792,-7.066252074025368,0.07784195005537609
0.8160000000000001,-7.099734921998203,0.07657108709704583
0.84,-7.115487665326279,0.0755020662244299
0.864,-7.130005352308866,0.07438634968983454
0.888,-7.137560758860086,0.0733699630282444
0.912,-7.132605399464794,0.07233503209947822
0.936,-7.101917997834471,0.07143803164718468
0.96,-7.101500543727763,0.07052107658739486
0.984,-7.101558695339601,0.06967241870595632
1.008,-7.066035235075295,0.06890334989996585
1.032,-7.045285076632822,0.06810337299646936
1.056,-7.042172867728725,0.06731779190793179
1.08,-7.018330782199721,0.06658094075987923
1.104,-6.98981979865716,0.06584481124743248
1.1280000000000001,-7.006256958104796,0.06512760559950988
1.1520000000000001,-7.035796617301034,0.06441841693038462
1.176,-7.026485481371983,0.06372352016638026
1.2,-7.026474967894922,0.06305034311206972
1.224,-6.999816313775181,0.06244513747924898
1.248,-6.993040735399042,0.06185086507065133
1.272,-7.007745091256208,0.06126255589142895
1.296,-7.002549571002036,0.06070472279054602
1.32,-7.001276456710846,0.06011697234700775
1.344,-6.991821655852133,0.059581544897802596
1.368,-6.999270971237259,0.05903066338304793
1.3920000000000001,-6.987162226462246,0.05851934960508314
1.416,-6.961522821499341,0.058052710988262125
1.44,-6.9798925766079805,0.05753722593489878
1.464,-6.992288447551383,0.05704961722366678
1.488,-7.005747734174964,0.05656142743462473
1.512,-7.012517123373578,0.056117519050725526
1.536,-7.01448761545583,0.05567013380070598
1.56,-7.018301975263403,0.055225113454433386
1.584,-7.021522786883782,0.054802001660641086
1.608,-7.002534101953682,0.05439454506328709
1.6320000000000001,-6.988275535902614,0.05398559063143765
1.6560000000000001,-6.992456302096649,0.053587305293385325
1.68,-6.980203119733582,0.05322266930199834
1.704,-6.998783146601941,0.05282001173846353
1.728,-6.979304531091664,0.052467498195966925
1.752,-6.988010329543255,0.052084301519576874
1.776,-6.988573869334409,0.05172394366190267
1.8,-6.983130366022915,0.05137672723950528
1.824,-6.992437137692263,0.05101358246458728
1.848,-6.992656968067058,0.050671780046047214
1.872,-6.97510828780724,0.05034977961373956
1.8960000000000001,-6.98006961098853,0.04999788722555765
1.92,-6.975855261028437,0.049679147703675215
1.944,-6.963095915430156,0.04938165626125459
1.968,-6.974026837029644,0.04906761802578057
1.992,-6.971900054553282,0.04874774411787024
2.016,-6.974374540790713,0.04845404089271814
2.04,-6.975613305766622,0.04815870694956296
2.064,-6.959934331002758,0.04789652549394834
2.088,-6.958184296520446,0.04763072545573547
2.112,-6.95613696089416,0.047351854253962405
2.136,-6.969321808103075,0.04707254321957668
2.16,-6.962700368886922,0.0468207954699107
2.184,-6.963898906212467,0.046546484960438825
2.208,-6.966690942994341,0.046276171763851556
2.232,-6.963804996135244,0.04602964589478312
2.2560000000000002,-6.969566222113226,0.045780271332910155
2.2800000000000002,-6.973578448571647,0.045527049925509905
2.3040000000000003,-6.971710905805973,0.04529092188426708
2.328,-6.977673826550164,0.045041359247736466
2.352,-6.981121128702073,0.04480541927134417
2.376,-6.989799523289293,0.044569337344090874
2.4,-6.992224847968049,0.04433265801219721
2.424,-6.994346203523688,0.04411415847847353
2.448,-7.002347241126984,0.043890746703036394
2.472,-6.9830564811482,0.043697745777180955
2.496,-6.985528836604259,0.04348955325562774
2.52,-6.979460080976196,0.043287798492639036
2.544,-6.982899348042032,0.04309599157666051
2.568,-6.985330816492165,0.042882911649403783
2.592,-6.975392022480884,0.04268163231335645
2.616,-6.980827026883576,0.04247380707337129
2.64,-6.988158293020581,0.042264088834230225
2.664,-6.982066067425979,0.042077915873330506
2.688,-6.980278524804255,0.041887907919472646
2.712,-6.982068753233835,0.04170043377611863
2.736,-6.976342347728711,0.04152362692773194
2.7600000000000002,-6.973909112988795,0.04133050322354345
2.7840000000000003,-6.983405074429407,0.04112774154820956
2.8080000000000003,-6.986121438750935,0.04094811517013106
2.832,-6.981609500220177,0.04078092428249481
2.856,-6.98221438532092,0.04060798206389949
2.88,-6.984306708979353,0.0404329731909131
2.904,-6.980575444668088,0.04026818571721742
2.928,-6.98388971717223,0.04010482747512893
2.952,-6.983083615092803,0.03993662453235053
2.976,-6.978933165421669,0.03976874741634833
3.0,-6.984326394808772,0.03960278401969287
3.024,-6.98586278268367,0.03944864139751415
3.048,-6.9835075108183275,0.03928726099549371
3.072,-6.988112866796633,0.039133068470468976
3.096,-6.989431140788517,0.03897587204727133
3.12,-6.986977143163882,0.038830143991218716
3.144,-6.989741466970803,0.03867870120308212
3.168,-7.0043439379503125,0.03851878858832723
3.192,-7.007388790745461,0.038365622680089424
3.216,-7.0126979251318105,0.03821201399949879
3.24,-7.009253163369904,0.03807039229634788
3.2640000000000002,-7.003342583732223,0.03793749940507044
3.2880000000000003,-7.009084623856291,0.03778602176057902
3.3120000000000003,-7.007287565610031,0.037641236530851746
3.336,-6.999492795161918,0.03750535638600985
3.36,-6.992078287415011,0.037378969153130645
3.384,-6.993619695130621,0.03724562961625963
3.408,-6.99764021487548,0.03711224940682389
3.432,-7.000031348001223,0.03698031762167553
3.456,-6.997200845345268,0.036849486650296547
3.48,-7.000197500916825,0.03672759532194887
3.504,-6.998714144370304,0.03660176727318589
3.528,-6.998906877019132,0.03648045395489553
3.552,-6.99572449702377,0.03635723283776505
3.576,-6.996968284505105,0.03623291342401249
3.6,-6.9913994797685755,0.036114286814501524
3.624,-6.981347110393167,0.03599398132673053
3.648,-6.976761471648814,0.03587411234342571
3.672,-6.977493264988534,0.03574970477013053
3.696,-6.977691726877903,0.03563809878183109
3.72,-6.97332888902385,0.035522089706203464
3.744,-6.973721065572999,0.035413104249257095
3.7680000000000002,-6.969117591467094,0.035304897724953085
3.7920000000000003,-6.963447079990244,0.035196744442986885
3.8160000000000003,-6.972118245196278,0.03508097332015601
3.84,-6.974830427073733,0.034975729457441464
3.864,-6.977555708303367,0.03486421186044674
3.888,-6.982991056472931,0.03474878554720755
3.912,-6.980986665682774,0.034643682292634724
3.936,-6.986238415524246,0.03452964939729882
3.96,-6.980694929504214,0.034426081350427705
3.984,-6.976342790646328,0.034327664383100254
4.008,-6.973203004899666,0.03422755863168752
4.032,-6.971324132412572,0.034125521714507
4.056,-6.971737251483096,0.03402096206979219
4.08,-6.977508468548423,0.03391445274786262
4.104,-6.978374488669147,0.033812462126388845
4.128,-6.979906474583289,0.03371253666903872
4.152,-6.982686757216076,0.033609843794731684
4.176,-6.979152527936735,0.03351195593377319
4.2,-6.973969949485602,0.03342026718069773
4.224,-6.9710532124676625,0.03332943018523515
4.248,-6.969632952463417,0.033235879227696524
4.272,-6.965965836472125,0.0331457338197346
4.296,-6.971793952825421,0.033041870938999865
4.32,-6.971920555666039,0.03294708684170214
4.344,-6.978757995512843,0.03285134756251072
4.368,-6.984062005606908,0.03275655661401979
4.392,-6.9819481398527135,0.03266810892672005
4.416,-6.977485721053027,0.03258586705819588
4.44,-6.971435256535485,0.03249565812221821
4.464,-6.968872288290048,0.03240971971616448
4.488,-6.971593165643721,0.03231906531112054
4.5120000000000005,-6.977243657414937,0.03223011787697302
4.5360000000000005,-6.979910511369839,0.03214425345361206
4.5600000000000005,-6.980237203095341,0.03206082391553803
4.5840000000000005,-6.981046167439509,0.0319737833485081
4.6080000000000005,-6.975320491317634,0.031894709876500706
4.632,-6.974730542677788,0.03181303652024101
4.656,-6.97535964246773,0.03172695822809274
4.68,-6.9683746509563775,0.03164556898843589
4.704,-6.966338974769791,0.03156940639020557
4.728,-6.965737594233393,0.03149086824965422
4.752,-6.9658817696273125,0.03141307178952564
4.776,-6.965669837545352,0.03133203801706064
4.8,-6.968271456446256,0.03125085767410156
4.824,-6.972450721537506,0.031170521978716725
4.848,-6.973095139445892,0.031094022327202275
4.872,-6.96960004845922,0.03101730815649142
4.896,-6.966199111072352,0.03094460816304124
4.92,-6.967520598759906,0.030866753071507352
4.944,-6.96636664472717,0.03079340584192034
4.968,-6.96760354340505,0.03071648400303984
4.992,-6.972968519607964,0.030640515929500355
